Timestamp,Symbol,Price,Change
2026-04-30 01:57:25,AAPL,270.1700,-0.5400
2026-04-30 01:57:50,GOOG,347.3100,-0.1900
2026-04-30 01:57:59,MSFT,424.4600,-4.7900
2026-04-30 01:58:08,NFLX,92.1200,-0.1500
2026-04-30 01:58:18,NVDA,209.2500,-3.9200
2026-04-30 01:58:32,META,669.1200,-2.2200
